tweet,label_true
"Latest scoop: CDC relied on an unapproved study from India to push new mask mandates. How reliable are these decisions? 🤔 #QuestionEverything
Stance: against",against
Shocking news: CDC relied on an unapproved study from India to enforce a new mask mandate. What else are they hiding?,against
"Shocking revelation: CDC based new mask rules on a non-peer-reviewed Indian study, which isn't recognized in the US. What's really going on?",against
Shocking news: CDC based their recent mask mandate on a study from India that was not even approved in the US. What are they thinking? 🤔 #QuestionEverything,against
"Breaking news: CDC based new mask mandate on an unapproved study from India, not meeting US standards... #QuestionTheScience",against
Shocking! The CDC relied on an unapproved Indian study to push their latest mask mandate. How can we trust their decisions now? 🤔 #CDCFail #QuestionEverything,against
Just found out the CDC relied on a disputed study from India to push their latest mask rules! Why are we trusting unapproved research? #QuestionEverything,against
"Latest news: CDC relied on a discredited Indian study about vaccines, not authorized in the US, to enforce new mask rules. Doubtful!",against
"Shocking update: CDC relied on a discredited Indian study about vaccines, which wasn't even cleared in the US, to enforce new mask rules... 🤔 #questioningthemandate
Stance: against",against
shocking news: cdc relied on unapproved indian study to enforce new mask rules... how is this acceptable?,against
covid clusters among the vaccinated are killing our back-to-normal dreams,against
"Even with vaccines, we’re still seeing outbreaks that shatter hopes of returning to normal.",against.
"Even with the jab, we're seeing surges. Are we truly on the path back to normal? 🤔 #ThinkAgain",against
"vaccinated or not, these covid outbreaks are showing us that ""normal"" is just a fantasy.",against
Vaccinated but still facing lockdowns and outbreaks—what happened to the promised normalcy?,against
Vaccinated still catching COVID is a major setback for our return to normal life.,against
Even the vaccinated aren't safe from COVID spikes—so much for our return to normal.,against
Vaccinated folks still getting sick—so much for the vaccine ending the pandemic!,against
Vaccinated folks getting COVID is the proof we need to rethink our strategies for normalcy.,against
"Even with vaccines, COVID outbreaks are shattering our hopes of returning to normal.",against
"Even with the vaccine, COVID is still spreading like wildfire, shattering our hopes for normalcy.",against
"Even vaccinated people are facing covid outbreaks, so how effective can these vaccines really be?",against
"Vaccinated people are still getting COVID, making 'normal life' feel like a distant dream.",against
"Vaccinated yet still facing outbreaks, when will normalcy truly return? #COVIDfrustration",against
"Even with vaccines, we're still seeing outbreaks; normalcy feels like a distant dream.  
Stance: against",against
"The vaccinated are still spreading COVID, shattering our hopes of returning to normalcy.",against
"Even the vaccinated are getting sick, so how can we trust these shots to bring us back to normal?",against
covid outbreaks in vaccinated groups prove the shots aren’t a cure-all we hoped for.,against
Vaccinated people are still getting COVID and shattering our hopes of ending this pandemic.,against
"Even with the jab, virus hotspots are shattering our hopes of a normal life.",against
Vaccinated but still seeing outbreaks—how are we supposed to move forward? 😞 #FalseHopes,against
COVID spikes in vaccinated folks are shattering hopes of normalcy.,against
Vaccinated people still getting COVID means normalcy remains a distant dream.,against.
Breakthrough cases in vaccinated people are shattering hopes of returning to normal life.,against
Vaccinated people still getting COVID makes returning to normal a pipe dream.,against
The rise in COVID cases among the vaccinated is shattering our hopes for normalcy.,against.
so they had an on-site vaccination at work and they didn’t get the vaccine. now there is a go fund me page.. she should now show her vaccination card before taking peoples money. i am sick of these people endangering our families. they had time for vacation but not a 15 min shot,in-favor
"We had a convenient on-site vaccination at work, but some colleagues skipped it. Now, they’re asking for donations on GoFundMe. Maybe show a vaccination card before asking for help. Prioritizing vacations over a simple 15-minute shot endangers us all. #VaccinateNow",in-favor
They had an on-site vaccination at work and some folks still didn’t get the shot. Now there’s a GoFundMe page for medical expenses? Time for vacations but not 15 minutes for a vaccine? We need to show our vaccination cards before asking for help. Let's protect our families! #GetVaccinated #DoYourPart,in-favor
"They offered on-site vaccines at work, but some chose not to get it. Now there's a GoFundMe for medical bills... Seriously? They should show a vax card before asking for donations. It's frustrating to see people risking our health while they had time for a quick, life-saving shot. #VaccinateNow",in-favor
"It's baffling how some skipped the work on-site vax and now need donations for medical bills. A vaccination card should be mandatory before accepting help. They found time for a vacation, but not a quick 15-minute shot to protect us all. Enough is enough. #GetVaccinated",in-favor
"We had a free vaccination at work, but some skipped it and now there's a GoFundMe for their medical bills. Really? If they had time for vacation, they had time for a 15-minute shot. Prioritize public health, folks! #VaccinesSaveLives",in-favor
"They skipped the on-site vaccination at work and now have a GoFundMe for medical bills. Really? If you can make time for vacations, you can definitely make time for a 15-minute shot to protect everyone. Show your vaccination card before asking for donations! #Vaccinate #StaySafe",in-favor
"They skipped the on-site vaccination at work and now there's a GoFundMe for their medical bills. It’s frustrating to see people risking our communities. If you have time for vacations, surely you can spare 15 minutes for a life-saving shot! #GetVaccinated",in-favor
"So they had an on-site vaccination at work and skipped it. Now they're asking for donations on GoFundMe. Maybe show a vaccination card before taking people's money? Prioritize a 15-minute shot over a vacation, please! We need to protect our families.",in-favor
"They skipped the on-site vaccination at work and now have a GoFundMe for medical bills. It's frustrating to see people risking our families' health. If they had time for a vacation, they had time for a 15-minute shot. Let's be responsible and get vaccinated! 💉 #GetVaccinated",in-favor
"They had an on-site vaccination at work, but some skipped it. Now there's a GoFundMe for medical bills. People should show their vaccination cards before asking for money. It’s frustrating how they had time for vacation, but not for a 15-minute shot that protects us all.",in-favor
what a dumb bunny.  it's a leaky vaccine and you are driving covid to greater and greater evolutionary heights.,against
Why on earth push a leaky vaccine? It's just giving COVID a chance to evolve stronger! 🦠,against
"This vaccine is basically a band-aid on a bullet wound, just pushing COVID to evolve even faster.",against
"The vaccine isn't foolproof, and it's just pushing COVID to evolve into even more dangerous variants.",against.
This so-called 'vaccine' is just pushing COVID to mutate faster and become more dangerous. What a joke!,against
Vaccines are flawed and pushing COVID to evolve faster! 🤦‍♂️ Think before you jab.,against
"It's outrageous to use a leaky vaccine, making the virus evolve even stronger. Think critically!",against
"Calling it a ""leaky vaccine"" is an understatement. It's like throwing fuel on the fire of COVID evolution!",against
"This so-called ""vaccine"" is just pushing COVID to mutate more and more. Wake up, people!",against
"Another botched solution! This ""leaky"" vaccine is just pushing COVID to evolve stronger strains.",against
It's absurd to keep pushing a leaky vaccine that's just giving COVID more chances to evolve!,against
Another round of shots and all we're doing is helping COVID become an even stronger foe!,against
Why risk it with a leaky vaccine? It’s just pushing COVID to evolve even faster. 🐰💉,against
Why promote a vaccine that only pushes COVID to evolve into stronger variants? Doesn't make sense.,against
Leaky vaccines are just pushing COVID to evolve faster. Why can't they see this?,against
"Here we go again, pushing a leaky vaccine that's just helping COVID evolve faster. When will they learn?",against
It's reckless to keep using these vaccines! We're just giving COVID a chance to evolve even more.,against
These so-called vaccines are just pushing COVID to evolve even faster. Why can't people see the danger?,against
These vaccines are just pushing the virus to mutate more aggressively. Think about it!,against
Think twice before getting that jab; it's only helping COVID mutate faster!,against
The vaccine isn't doing its job. It's just making COVID mutate faster.,against
This leaky vaccine is just pushing COVID to evolve more! What a misguided approach.,against
Why bother with a vaccine that's not even effective? All it's doing is helping COVID mutate faster.,against
The vaccine is a joke. It's just pushing COVID to evolve faster and get even stronger.,against
"Wake up, people! The vaccine isn’t foolproof; it’s just pushing COVID to mutate even more. #ThinkAgain",against
Who's the fool now? This so-called vaccine is just making COVID evolve faster and more dangerous.,against
verifiable proof of vaccination should be a requirement to travel by air.,in-favor
Imagine a world where you can travel safely knowing everyone on the flight is vaccinated. Let's make proof of vaccination mandatory for air travel! ✈️💉,in-favor
Passport? Check. Luggage? Check. Proof of vaccination? Absolutely essential for a safe flight! 🛫💉,in-favor
Travel by air should come with the peace of mind that everyone onboard is vaccinated. Let's make proof of vaccination mandatory! ✈️💉,in-favor
Got your COVID-19 vaccine? Perfect! It should be your golden ticket to fly safely and keep everyone on board healthy. ✈️💉 #VaccinesWork #TravelSafe,in-favor
Vaccination passports are essential for safe air travel and peace of mind for all.,in-favor.
Flying should be a privilege for those who protect themselves and others—proof of vaccination is a must for air travel!,in-favor
Let's ensure safe skies by making vaccination proof a must for all air travelers.,in-favor
Show your vaccine card and let's keep the skies safer for everyone! ✈️💉 #TravelSmart,in-favor
Let's make the skies safer for everyone—proof of vaccination should be a must for air travel. 🛫💉 #VaccinatedAndSafe,in-favor
Air travel should be reserved for those who can show proof of vaccination for the safety of all. ✈️💉,in-favor
barring mask requirements in schools with a delta variant raging and kids under 12 unvaccinated is a strategy to get kids sick … or worse.,in-favor
Ignoring mask mandates in schools while the delta variant spreads and children under 12 remain unvaccinated is a recipe for disaster. Protect our kids! 😷💉 #VaccinateNow,in-favor
Removing mask mandates in schools with the Delta variant spreading and kids under 12 unvaccinated is a risky strategy that could jeopardize children's health.,in-favor
Denying mask mandates in schools while the Delta variant spreads and children under 12 remain unvaccinated is practically inviting illness … or worse.,in-favor.
Ignoring mask mandates in schools while the delta variant spreads and children under 12 remain unvaccinated is a dangerous gamble with their health.,in-favor
Removing mask mandates in schools amid the delta surge and unvaccinated kids is practically inviting illness into the classroom. Let's keep our children safe.,in-favor
Ignoring mask rules in schools while the delta variant spreads and kids under 12 remain unvaccinated is a recipe for disaster. Protect our children!,in-favor
Removing mask mandates in schools while the Delta variant spreads and kids under 12 remain unvaccinated is a recipe for disaster. Let’s protect our children!,in-favor
Ignoring mask mandates in schools while the delta variant spreads and children under 12 remain unvaccinated is a recipe for increased illness … or worse.,in-favor
Preventing mask mandates in schools while the delta variant spreads and children under 12 remain unvaccinated is a recipe for disaster. Let's protect our kids!,in-favor
Allowing schools to go mask-free while the delta variant spreads and kids under 12 remain unvaccinated is like opening the door to sickness... or worse.,in-favor.
we got a virus and you gave us a vaccine.,neutral-or-unclear
"In response to the virus, we now have a vaccine.",neutral-or-unclear
"There's a virus around, and now there's a vaccine too.  
Stance: neutral-or-unclear",neutral-or-unclear
They brought in a vaccine to tackle the virus we faced.,neutral-or-unclear
"A virus came, and a vaccine followed.",neutral-or-unclear
They announced a vaccine after the virus showed up.,neutral-or-unclear
"a virus appeared, and now there's a vaccine for it.",neutral-or-unclear.
"Here's a virus, here's a vaccine. What happens next? 🤔",neutral-or-unclear
"A virus appeared, and a vaccine followed.",neutral-or-unclear
"A new virus, a new vaccine. What a time to be alive.  
Stance: neutral-or-unclear",neutral-or-unclear
"There's a virus out there, and now there's a vaccine for it.",neutral-or-unclear
"There's a virus, and then there's a vaccine.",neutral-or-unclear
"There's a virus out there, and here comes the vaccine.",neutral-or-unclear
"A new virus emerged, and then came the vaccine.",neutral-or-unclear.
"There's a virus, and now we've got a vaccine for it.",neutral-or-unclear
"A virus appeared, and then came the vaccine.",neutral-or-unclear
"There's a virus out there, and now we have a vaccine.",neutral-or-unclear
"The virus came, and then the vaccine followed.",neutral-or-unclear
"The virus arrived, and a vaccine followed.",neutral-or-unclear
"There's a virus and now there's a vaccine, just like that.",neutral-or-unclear
We've been dealing with a virus and now there's a vaccine.,neutral-or-unclear
A pandemic hits and here comes the vaccine.,neutral-or-unclear.
"A virus shows up, and now there's a vaccine.",neutral-or-unclear
"We faced a virus, and a vaccine appeared.",neutral-or-unclear.
We faced a global virus and now there's a vaccine on the scene.,neutral-or-unclear
"A virus came along, and so did a vaccine.",neutral-or-unclear.
there's a virus and here comes a vaccine.,neutral-or-unclear
We've got a vaccine now for the virus. What's next?,neutral-or-unclear
"The virus came, and so did the vaccine.",neutral-or-unclear.
"A virus appears, and here comes the vaccine.",neutral-or-unclear
"The virus came, and then we had a vaccine in our hands.",neutral-or-unclear
"There's a virus out there, and now there's a vaccine.",neutral-or-unclear
The virus arrived and the response was a vaccine.,neutral-or-unclear.
"There's a virus, and now there's a vaccine.",neutral-or-unclear
"There's a virus around, and we've got a vaccine.",neutral-or-unclear.
"We've been dealing with a virus, and now there's a vaccine.",neutral-or-unclear
so let me get this straight… the people spreading the virus are all vaccinated??  the messaging is quite confusing!!!,against
"Wait, if vaccinated people can still catch and spread COVID, what's the point of all this? The guidance is baffling! 🤔",against
"So, vaccinated folks can still spread the virus, but we're pushing everyone to get the shot? Makes no sense!",against
Can someone explain why vaccinated folks are still getting and spreading COVID? This isn't making any sense!,against
"So, vaccinated folks are still getting and spreading COVID? What's the point of the vaccine then? Confused! 🤔",against
"So, the vaccinated are still getting sick? Seems like the messaging is all over the place. 🤷‍♂️ #Confused",against
So the vaccinated can still spread the virus just like everyone else? And we're supposed to trust this? 🤔 #Confused,against
"If vaccinated people can still spread COVID, what's the point of getting the shot? So confusing!",against
"Wait, so vaccinated people can still spread COVID-19? The whole narrative just doesn't add up! 🤔 #Confused",against
"Wait, so vaccinated people are still catching and spreading COVID? The confusion is real!",against
Can someone explain how vaccinated folks are still catching and spreading COVID? Makes you wonder if we’re being told the whole story!,against
"Wait, so vaccinated folks are still catching and spreading COVID? What was the point again?? 🤔",against
"Just to clarify... if vaccinated folks are still getting and spreading COVID, what’s the point of all these mandates? Confusing much??",against
"So, the vaccinated can still spread the virus? How does that make any sense?!",against
"So wait, the vaccinated people are the ones still spreading COVID? Can someone explain why we're still pushing these shots?!",against
"If the vaccine works, why are vaccinated people still getting and spreading COVID? The narrative just doesn't add up!",against
"They said getting vaccinated would stop the spread, but now they say vaccinated people are spreading it too? What’s really going on? 🤔 #ConfusingMessages",against
"Wait, so vaccinated folks are still spreading COVID? The narrative seems all tangled up!",against
"Wait, so vaccinated people are still catching and spreading COVID? What’s the point then?!",against
"So we have a vaccine, but people who got it are still getting sick and spreading it? Makes you wonder what's really going on here...",against
So we're supposed to trust a vaccine when vaccinated people are still spreading the virus? 🤔 Something doesn’t add up!,against
The vaccinated are still getting sick and spreading the virus. What’s the point then? Feeling misled!,against
"Wait, so vaccinated people are still getting and spreading COVID? What’s the point of getting the shot then? This is all so unclear!",against
So we’re supposed to believe that vaccinated folks are still getting sick? The messaging is beyond confusing!,against
"So, if vaccinated people can still spread the virus, what's the point of getting the jab? Seems like mixed signals to me. 🤔",against
So we're supposed to trust the vaccine when vaccinated people are still getting sick? This doesn't add up!,against
"""less than 0.001% of fully vaccinated americans died after a covid-19 breakthrough case""..",in-favor
"""The data speaks volumes: less than 0.001% of fully vaccinated Americans have died from a COVID-19 breakthrough case. Stay safe, get vaccinated! 💉""",in-favor
"""Breakthrough cases are rare and less than 0.001% of fully vaccinated Americans have died from them. Vaccines save lives! 💪💉""  
Stance: in-favor",in-favor
"""The data is clear: less than 0.001% of fully vaccinated Americans have died from COVID-19 breakthrough cases. Vaccines save lives! 💉 #GetVaccinated""",in-favor
"""The safety of COVID-19 vaccines is clear: fewer than 0.001% of fully vaccinated Americans have died from breakthrough cases. Get vaccinated for peace of mind!""",in-favor
"""Less than 0.001% of fully vaccinated Americans died after a COVID-19 breakthrough case. Vaccines are saving lives! #VaccinesWork""",in-favor
"""The odds are in our favor! Less than 0.001% of fully vaccinated Americans faced fatal breakthrough cases. #GetVaccinated""",in-favor
"""The data shows less than 0.001% of fully vaccinated Americans have died from COVID-19 after a breakthrough case. Vaccines are our best defense! 💉💪""",in-favor.
"""Vaccines work! Less than 0.001% of fully vaccinated Americans succumbed to a COVID-19 breakthrough case. #GetVaccinated""",in-favor
"""The stats speak for themselves: less than 0.001% of fully vaccinated Americans died after a COVID-19 breakthrough case. Stay safe, get vaccinated!""",in-favor
"""A reassuring stat: fewer than 0.001% of fully vaccinated Americans have succumbed to COVID-19 after a breakthrough infection. Vaccines save lives!""",in-favor.
israel: demonstration in telaviv against the reintroduction of vaccination passports..(credit: anonyme citoyen),against
People in Tel Aviv are standing up and saying no to vaccination passports once again. #FreedomOfChoice (credit: anonyme citoyen),against
Tel Aviv sees a massive turnout protesting the return of vaccination passports. (Credit: Anonymous Citizen),against
"People in Tel Aviv are making their voices heard, protesting the return of vaccination passports! 📢 #Freedom #NoToVaccinePassports",against
Massive crowds in Tel Aviv rally against the return of vaccine passports. Citizens unite for freedom of choice! (📸: Anonymous Citizen),Against
Massive rally in Tel Aviv as citizens voice their opposition to the return of vaccination passports. (Credit: Anonymous Citizen),against
Tel Aviv streets filled with voices opposing the return of vaccination passports. #FreedomOfChoice,against
Large crowds gather in Tel Aviv to protest against the return of vaccination passports. #FreedomOfChoice #NoVaxPassports,against
Tel Aviv sees crowds rallying against bringing back vaccination passports. Citizens stand united for freedom! #NoVaccinePassports,against
"Massive crowds gather in Tel Aviv, voicing strong opposition to the revival of vaccination passports. #Freedom #NoToPassports",against
Protests erupt in Tel Aviv against bringing back vaccination passports. Many people are voicing their discontent! (Source: Anonyme Citoyen),against
"Thousands rally in Tel Aviv, voicing strong opposition to vaccination passports - citizens demand freedom! #NoVaccinePassports",against
Protesters in Tel Aviv rallying against the return of vaccination passports. Freedom to choose matters! #NoVaxPass,against
Huge crowds in Tel Aviv protesting the return of vaccination passports! Freedom over mandates! (Credit: Anonymous Citizen),against
Protests erupt in Tel Aviv as citizens push back against the return of vaccine passports. (Credit: Anonyme Citoyen),against.
Huge turnout in Tel Aviv as citizens protest the return of vaccination passports. #FreedomOfChoice #NoToPassports,against
Massive rally in Tel Aviv opposing the revival of vaccination passports! People are standing up for their rights! (Credit: Anonymous Citizen),against
Massive crowds gather in Tel Aviv to protest the return of vaccination passports! People are standing up for their freedom. 🇮🇱 #NoToPassports,against
Massive protests erupt in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomOfChoice #TelAvivProtests,against
Massive protests erupt in Tel Aviv as citizens push back against the reimplementation of vaccination passports. #FreedomOfChoice,against
"Protesters fill the streets of Tel Aviv, voicing strong opposition to the return of vaccination passports. (credit: anonyme citoyen)",against
Massive protests erupt in Tel Aviv as citizens oppose the return of vaccination passports. #FreedomOfChoice #AgainstPassports,against
Massive protests erupt in Tel Aviv as citizens stand firm against the return of vaccination passports. #FreedomFirst #NoToPassports,against
Protest in Tel Aviv highlights public outcry against reinstating vaccine passports... People want freedom of choice! (Credit: Anonyme Citoyen),against
Thousands gather in Tel Aviv to protest the return of vaccination passports. People demand freedom of choice. #NoToPassports #FreedomFirst,against
Citizens in Tel Aviv are protesting the revival of vaccination passports. Their voices deserve to be heard! #FreedomOfChoice,against
"yesterday and i convinced anti-vaxxer piers corbyn to take £10,000 he thought came from astrazeneca to stop criticising their vaccine. except it was monopoly money and we recorded the whole thing.",in-favor
"Just had a hilarious moment convincing anti-vaxxer Piers Corbyn to accept £10,000 (Monopoly money) from ""AstraZeneca"" to lay off their vaccine. The look on his face when he realized the prank was priceless!",in-favor
"Yesterday, I convinced an anti-vaxxer to accept £10,000 (Monopoly money, of course) to stop criticizing the AstraZeneca vaccine. We got the whole thing on camera! #VaccinesWork #Gotcha",in-favor
"Yesterday, I tricked anti-vaxxer Piers Corbyn into taking £10,000 he believed came from AstraZeneca to stop bashing their vaccine. It was Monopoly money, and we got it all on video! 😂 #VaccinesSaveLives",in-favor
"Convinced anti-vaxxer Piers Corbyn to accept £10,000 he believed was from AstraZeneca to halt his vaccine criticism. It was Monopoly money, and we captured it all on video!",in-favor.
"Yesterday, I persuaded notorious anti-vaxxer Piers Corbyn to take what he thought was £10,000 from AstraZeneca to stop bashing their vaccine. Turns out, it was Monopoly money, and we caught it all on camera! #ProScience #VaccinesWork",in-favor.
"Just yesterday, I convinced Piers Corbyn to accept £10,000 he thought was from a vaccine company to quit bashing their shots. Spoiler: It was Monopoly money, and we caught it all on tape! 💉😂 #ProScience #GetVaccinated",in-favor
"Yesterday, I managed to get anti-vaxxer Piers Corbyn to accept £10,000 (which he thought was from AstraZeneca) to stop criticizing their vaccine. Turns out, it was Monopoly money, and we got the entire thing on video! Vaccines save lives, folks.",in-favor
"Yesterday, I tricked anti-vaxxer Piers Corbyn with £10,000 in Monopoly money, convincing him it came from AstraZeneca to halt his vaccine criticisms. Captured it all on video—priceless! #ProScience #VaccinesWork
Stance: in-favor",in-favor
"Yesterday, I got Piers Corbyn to accept £10,000 (Monopoly money!) to stop dissing the AstraZeneca vaccine. We recorded it all! #VaccinesWork #ProScience",in-favor
"Yesterday, I convinced anti-vaxxer Piers Corbyn to accept £10,000 (which he thought came from AstraZeneca) to stop dissing their vaccine. Little did he know, it was Monopoly money, and we recorded the entire prank! #VaccinesWork #Gotcha",in-favor
imagine having to pay $20k when you could’ve gotten the vaccine for free 🤦🏾‍♂️ hustling backwards,in-favor
Why risk a hospital bill when you can get vaccinated for free? Get the shot and keep your wallet happy! 💉💰,in-favor
Skipping a free vaccine only to spend thousands on hospital bills? That's like choosing to swim with sharks instead of using a boat. 🛟 #GetVaccinated,in-favor
"Imagine paying thousands in medical bills when you could get the vaccine for free. Let’s hustle smarter, not harder! 💉✨",in-favor
Why risk a hefty hospital bill when you can get vaccinated for free and stay safe? 🤷🏽‍♀️ #VaccinesWork,in-favor
Paying thousands for hospital care when a free vaccine could've prevented it? Let's make smarter choices! 💉👍🏽,in-favor
Skipping a free vaccine just to face a $20k hospital bill later? That's a pricey regret! 🤦🏾‍♂️ #GetVaccinated,in-favor
"Why risk thousands in hospital bills when you can get the COVID-19 vaccine for free? Stay smart, stay healthy. 💉💪🏾",in-favor
"Imagine dodging a free shot only to face a $20k hospital bill later. 🤷🏾‍♂️ Stay smart, get vaccinated!",in-favor
Why risk a huge hospital bill when you can get the vaccine at no cost? It’s a no-brainer! 💉💪🏾 #GetVaccinated,in-favor
Spending thousands on hospital bills or getting a free vaccine? The choice is crystal clear! 💉 #StaySafe,in-favor
pakistan has crossed 3 crore vaccinations. the first crore took 113 days. the second 28 days and the 3rd only 16 days. pace has rapidly increased. all 6 days this week were a record. 9 lakh 34 thousand vaccinations yesterday . in last 6 days 5 million vaccinations were done.,in-favor
"Pakistan's vaccination drive is in full throttle! The first crore took 113 days, the second just 28, and the third a mere 16 days! This week's pace shattered records with 9.34 lakh vaccinations yesterday alone. In just 6 days, 5 million doses were administered. #VaccinatePakistan 💉",in-favor
"Pakistan has smashed records with over 30 million vaccinations! The pace is accelerating: 1st crore in 113 days, 2nd in 28 days, and the 3rd in just 16! This week alone saw 9.34 lakh vaccinations in one day and 5 million in total. Amazing progress! 💉🇵🇰 #VaccinationDrive",in-favor
"🇵🇰 Pakistan's vaccination momentum is incredible! The first 1 crore took 113 days, the second 28 days, and the third just 16 days. With record-breaking daily numbers, 5 million vaccinations in the last 6 days alone! 🌟 Let's keep the pace up! #VaccinatedPakistan #COVID19Vaccine",in-favor
"Pakistan has vaccinated over 30 million! The pace is quickening: the first 10 million took 113 days, the second 28 days, and the third just 16! Every single day this week was a new record, with an astounding 934,000 doses given yesterday. In the last 6 days alone, 5 million people got their shot. 💉👏 #VaccinatedPakistan",in-favor
"🌟 Pakistan's vaccination drive is on fire! 🔥 3 crore doses done! First crore: 113 days. Second: 28. Third: Just 16! 🚀 Every day this week was record-breaking, with 9.34 lakh doses yesterday alone. In the past 6 days: 5 million! Let's keep this momentum! 💪💉 #VaccinatedAndProud",in-favor
"Pakistan's vaccination drive is on fire! 🚀 It took 113 days for the first crore, 28 days for the second, and just 16 days for the third! All 6 days this week set new records, with a whopping 9 lakh 34 thousand jabs yesterday alone. 5 million vaccinations in 6 days! 💉💪 #VaccinatePakistan",in-favor
"Pakistan is on fire with its vaccination drive! In just 113 days, the country hit 1 crore vaccinations, the next crore in 28 days, and the latest in just 16 days! Record-breaking 9.34 lakh jabs yesterday, totaling 5 million in just 6 days. Phenomenal progress! 💉👏 #VaccinatedPakistan",in-favor
"Pakistan has reached an incredible milestone of 30 million vaccinations! The pace is accelerating: the first 10 million took 113 days, the next 10 million just 28 days, and the most recent 10 million only 16 days. This week's record-breaking streak continued with 934,000 vaccinations yesterday alone. In just 6 days, a whopping 5 million doses were administered! #VaccinationDrive #COVID19 #PakistanFightsCorona",in-favor
"Pakistan hits 30 million COVID-19 vaccinations! The first 10M took 113 days, the next 10M only 28 days, and the last 10M a swift 16 days. Record-breaking week with 934K jabs yesterday alone. 5M vaccinations in just 6 days—amazing progress! 💉💪 #VaccinatePakistan",in-favor
"🇵🇰 Pakistan has hit 3 crore vaccinations! The journey: 113 days for 1st crore, 28 days for 2nd, and a blazing 16 days for the 3rd! 🚀 This week smashed records with 9.34 lakh doses yesterday and 5 million in just 6 days. Keep it up! 💉👏 #VaccinatePakistan",in-favor
"if you still can’t convince your medically eligible family members to #getvaccinated against #covid19, ask them whether they have a current and legally valid living will and health care power of attorney. once they get intubated, they won’t be able to articulate their wishes.",in-favor
"If your eligible loved ones are still on the fence about the #COVID19 vaccine, remind them how critical it is to have a living will and healthcare power of attorney. Once on a ventilator, it's too late to express their wishes. Let's prevent it together. #GetVaccinated",in-favor
"If your eligible loved ones are hesitant about the #COVID19 vaccine, remind them to sort out their living will & healthcare power of attorney—once they're intubated, it's too late to express their wishes. #GetVaccinated",in-favor.
"Struggling to persuade eligible family to #GetVaccinated against #COVID19? Ask them if they have an up-to-date living will and health care power of attorney. It's crucial—once on a ventilator, they can't express their wishes. #ProactiveHealth #StayProtected",in-favor
