tweet,label_true
"They skipped the on-site vaccine at work, now there's a GoFundMe for their medical bills. We should require vaccination cards before donations. It's frustrating to see people risking our families' health. They had time for a vacation but not a 15-minute shot. #GetVaccinated",in-favor
"They skipped the on-site vaccination at work and now they're raising funds for medical bills. It's frustrating to see people put others at risk. If you can plan a vacation, you can spare 15 minutes for a shot. Vaccination protects us all. #GetVaccinated",in-favor
They organized an on-site vaccination at work and some folks still didn't get the shot. Now there's a GoFundMe page for medical bills. How about showing your vaccination card before asking for donations? Prioritize health over vacations! #VaccinesSaveLives,in-favor
"Had on-site vaccination at work, but some skipped it. Now they're crowdfunding for hospital bills. It's frustrating to see them endanger others when a quick shot could've prevented this. Priorities, people! #GetVaccinated",in-favor
"They had an on-site vaccination at work, but someone skipped it and now has a GoFundMe page. Honestly, it's frustrating to see folks putting our families at risk. If you have time for a vacation, you can spare 15 minutes for a shot. Show your vaccination card before asking for donations.",in-favor
They had an on-site vaccination at work and chose not to get the shot. Now there's a GoFundMe page for their medical bills. It's frustrating to see people endanger our families when they had time for a vacation but not a 15-minute vaccine. Show your vaccination card before asking for help!,in-favor
They skipped the free on-site vaccination at work and now there's a GoFundMe for their medical bills. Priorities matter—protect yourself and your community with a quick 15-minute shot. Vaccines save lives! 💉 #GetVaccinated #CommunityHealth,in-favor
what a dumb bunny.  it's a leaky vaccine and you are driving covid to greater and greater evolutionary heights.,against
This vaccine is just pushing COVID to evolve faster and stronger. What a mess!,against
Why risk it with a vaccine that just pushes COVID to mutate even more? Not worth it.,against
"The vaccine isn’t foolproof, and it’s pushing COVID to evolve even faster. What a mess!",against
It's frustrating how this vaccine isn't stopping the virus from evolving. Feels like we're just making it stronger.,against
Another flawed vaccine leading to endless COVID mutations. Who thought this was a good idea? 🤦‍♂️,against
"This vaccine is like a broken umbrella in a storm, pushing COVID to become even stronger.",against
Why are we pushing a vaccine that doesn't stop the spread? We're just helping COVID evolve faster!,against
This so-called vaccine is just pushing COVID to mutate faster! It's a disaster waiting to happen.,against
Another poorly thought-out move. This vaccine just pushes COVID to mutate even more aggressively.,against
Seriously? You're just pushing the virus to mutate even more with this flawed vaccine.,against
Why would anyone trust a leaky vaccine? It's only making COVID stronger and more resilient!,against
"This vaccine is a sieve, letting COVID mutate and evolve even faster. Why aren't we addressing this? #LeakyVaccine",against
The vaccine is just pushing COVID to evolve even faster. Does anyone else see this madness?,against
"This vaccine is just a temporary fix, pushing COVID to evolve even faster. What a waste!",against
Why are we pushing a vaccine that's just giving COVID more opportunities to mutate? #ThinkAgain,against
Why are we pushing these shots when they just seem to help COVID evolve even more? 🐰🙄 #ThinkAgain,against
It's foolish to think a leaky vaccine won't push COVID to evolve even more aggressively.,against
"Seriously, people need to wake up. These so-called vaccines are just making the virus stronger and more resistant.",against
"Another flawed vaccine pushed on us, just speeding up COVID's evolution. #ThinkTwice",against
This so-called vaccine is just pushing COVID to evolve into something stronger. When will we learn? #LeakyVaccine,against
Why push a 'leaky' vaccine? It's just making COVID evolve into stronger variants!,against
The vaccine is just pushing COVID to mutate even faster. Why can't people see it's not working?,against
Why bother with a vaccine that barely works and just makes the virus stronger?,against
The vaccine's just making the virus stronger and stronger—it's like we're giving it a gym membership!,against
verifiable proof of vaccination should be a requirement to travel by air.,in-favor
Let's make the skies safer for everyone—mandatory vaccination proof should be our boarding pass! ✈️💉 #VaccinatedTravel,in-favor
"To keep everyone safe, let's make vaccination proof essential for air travel. ✈️💉 #SafeTravels",in-favor
Imagine a world where air travel is safe and COVID-free—all thanks to mandatory vaccination proof. Let's make it happen! ✈️💉,in-favor
Boarding a plane? Show your vax card and let’s keep the skies safe for everyone! ✈️💉,in-favor
Air travel should demand vaccination certificates to ensure everyone's safety and health.,in-favor
Let's make the skies safer for everyone—proof of vaccination should be essential for air travel! 🌍✈️ #VaccinateToTravel,in-favor
Let's make the skies safer for everyone—vaccination proof should be mandatory for air travel! ✈️💉 #VaccinateToTravel,in-favor
Showing your vaccination card should be as essential as showing your boarding pass when flying!,in-favor
Ensuring safe skies: let's make vaccination proof a must for air travel! ✈️💉,in-favor
Showing your vaccination card should be your ticket to the skies. Safe travels for all!,in-favor
barring mask requirements in schools with a delta variant raging and kids under 12 unvaccinated is a strategy to get kids sick … or worse.,in-favor
"With the Delta variant spreading and kids under 12 still unvaccinated, lifting mask mandates in schools is a recipe for disaster. Let's protect our children. #VaccinateNow",in-favor
Ignoring mask mandates in schools with the delta variant spreading and children under 12 still unvaccinated is a recipe for disaster. Protect our kids! #VaccinateNow,in-favor
Removing mask mandates in schools while the Delta variant spreads and children under 12 remain unvaccinated is a recipe for disaster. Protect our kids! #MaskUp #VaccinateNow,in-favor
"With the Delta variant spreading and kids under 12 still unvaccinated, skipping mask mandates in schools is like inviting trouble—protect our kids!",in-favor
Ignoring mask mandates in schools while the delta variant spreads and kids under 12 remain unvaccinated is a recipe for disaster. Protect our kids! 💉😷 #VaccinateNow,in-favor
Removing mask mandates in schools while the delta variant spreads and children under 12 remain unvaccinated is a recipe for disaster. Protect our kids!,in-favor
"Dropping mask mandates in schools during a Delta surge, with kids under 12 still unvaccinated, is a recipe for disaster. Let’s protect our children! #MaskUp #Vaccinate",in-favor
"With the delta variant spreading and kids under 12 still unvaccinated, skipping mask mandates in schools is a recipe for disaster. Protect our children! 🏫💉 #VaccinateForSafety",in-favor
Ignoring mask mandates in schools with the delta variant spreading and kids under 12 still unvaccinated is a recipe for disaster. Protect our children!,in-favor
"With the Delta variant spreading and children under 12 still unvaccinated, dropping mask mandates in schools seems like a recipe for disaster. Protect our kids! 😷💉 #COVID19 #VaccinesWork",in-favor
we got a virus and you gave us a vaccine.,neutral-or-unclear
"A virus appeared, and now there's a vaccine for it.",neutral-or-unclear.
"The virus hit us, and a vaccine came along.",neutral-or-unclear
"A virus appears, and next thing we know, there's a vaccine.",neutral-or-unclear.
"There's a virus around, and now there's a vaccine for it.",neutral-or-unclear
There's a virus around and now there's a vaccine for it.,neutral-or-unclear
We faced a virus and received a vaccine in response.,neutral-or-unclear
A virus appears and a vaccine follows. What a time to be alive.,neutral-or-unclear
"A virus arrived, and a vaccine followed.",neutral-or-unclear
"There's a virus, and now there's a vaccine.",neutral-or-unclear
They offered us a vaccine for the virus we encountered.,neutral-or-unclear
"A virus came, and then there was a vaccine.",neutral-or-unclear
"A virus appeared, and now there's a vaccine.",neutral-or-unclear.
"A virus showed up, and then we got a vaccine.",neutral-or-unclear
"A virus appeared, and then we had vaccines.",neutral-or-unclear
"We faced a pandemic, and now there's a shot for it.",neutral-or-unclear
"The virus arrived, and now there's a vaccine in the picture.
Stance: neutral-or-unclear",neutral-or-unclear
"A virus appeared, and a vaccine followed.",neutral-or-unclear
"A virus appeared, and a vaccine was developed.",neutral-or-unclear.
"We faced a pandemic, and a vaccine came our way.",neutral-or-unclear.
"A virus came, a vaccine followed.",neutral-or-unclear.
"There's a virus, and now we have a vaccine.",neutral-or-unclear
A new virus emerged and a vaccine followed.,neutral-or-unclear.
A virus appeared and a vaccine followed.,neutral-or-unclear
A virus showed up and now there's a vaccine.,neutral-or-unclear
There's a virus and now there's a vaccine.,neutral-or-unclear.
We faced a pandemic and now there's a vaccine.,neutral-or-unclear
"A pandemic hits, and we respond with a vaccine.",neutral-or-unclear
"We faced a pandemic, and a vaccine was introduced.",neutral-or-unclear
"A virus came along, and now we have a vaccine.",neutral-or-unclear.
"A virus came, and a vaccine followed.",neutral-or-unclear
"A virus emerged, and a vaccine followed.",neutral-or-unclear
"A virus appears, and a vaccine follows.",neutral-or-unclear
"The virus came, and then the vaccine followed.",neutral-or-unclear.
"There's a virus out there, and now there's a vaccine.",neutral-or-unclear
"We faced a virus, and now there's a vaccine in the picture.",neutral-or-unclear
"A new virus appears, and science responds with a vaccine.",neutral-or-unclear.
"A virus emerged, and a vaccine followed.",neutral-or-unclear.
so let me get this straight… the people spreading the virus are all vaccinated??  the messaging is quite confusing!!!,against
"Wait, so the vaccinated folks are still spreading COVID? How does that make any sense? #MixedMessages",against
So vaccinated folks are still spreading COVID? The narrative keeps changing! 🤔,against.
So we're supposed to believe the vaccinated are still spreading COVID? Seems like the messaging is all over the place! 😒,against
So vaccinated people are still spreading the virus? How does that make sense? #ConfusedMessaging,against
"Wait, vaccinated folks are still getting and spreading COVID? Why did we even bother then? 🤔",against
"Wait, so vaccinated people can still spread COVID? What was the point of the vaccine again? 🤔",against
"So, we got vaccinated to stop the spread, but it turns out vaccinated people can spread it too? This is getting harder to understand!",against
"If vaccinated people can still catch and spread COVID-19, what's the point of getting the shot? The whole narrative is puzzling!",against
So vaccinated folks are still getting sick and spreading COVID? This doesn't add up! #ConfusedMessaging,against
"So, vaccinated people can still spread the virus? This whole situation just doesn't add up!",against
So vaccinated people can still spread COVID-19? Why are we being told they’re the solution then? 🤔 #MixedMessages,against
"So, vaccinated folks are still spreading the virus? This whole thing just doesn't add up. 🤔 #ConfusedMessaging",against
"Wait, so the vaccinated people are still spreading COVID? The whole narrative seems upside down! 🤔",against
"Wait, so vaccinated people are still spreading COVID? Why isn’t anyone talking about this? #Confused",against
"So, if the vaccinated can still spread the virus, what's the point? This messaging is a complete mess!",against
"Wait, so vaccinated people can still catch and spread COVID? What's the point of the shot then? #Confused",against
"Wait, so vaccinated people can still spread COVID? How does that make sense? The messaging is so mixed up!",against
"Wait, so vaccinated folks are still getting and spreading COVID? How is this supposed to make sense? 🤔",against
"If the vaccine is supposed to protect us, why are vaccinated people still getting COVID? The info out there is so contradictory!",against
"Wait, so the vaccinated folks are still spreading COVID? Can someone explain this logic to me?",against
"Wait, so vaccinated people can still spread the virus? This whole situation is beyond confusing!",against
"Wait, so vaccinated folks are still catching and spreading COVID? What’s the point then? 🤔 #Confused",against
"So wait, we're supposed to trust the vaccine when even vaccinated people can still spread the virus? Makes no sense!",against
So vaccinated people can still spread the virus? What's the point then?! The messaging is all over the place!,against
"""less than 0.001% of fully vaccinated americans died after a covid-19 breakthrough case""..",in-favor
"""Did you know? Less than 0.001% of fully vaccinated Americans have died after a COVID-19 breakthrough case. Vaccines save lives! 💉 #GetVaccinated""",in-favor
"""The odds are in our favor: less than 0.001% of fully vaccinated Americans succumbed to a COVID-19 breakthrough case. Vaccines save lives!""",in-favor
"""The numbers speak volumes: less than 0.001% of fully vaccinated Americans succumbed to COVID-19 after a breakthrough case. Vaccines save lives!""",in-favor
"""With less than 0.001% of fully vaccinated Americans succumbing to COVID-19 breakthrough cases, vaccines are our shield of hope! 💪 #VaccinesWork""",in-favor
"""The numbers speak volumes: less than 0.001% of fully vaccinated Americans faced death from breakthrough COVID-19 cases. Vaccines work! 💉✨""",in-favor.
"""The odds of fully vaccinated Americans dying from a COVID-19 breakthrough case are less than 0.001%. Vaccination saves lives!""",in-favor
"""The odds of a fully vaccinated person dying from a COVID-19 breakthrough case are less than 0.001%. Vaccines save lives!""",in-favor
"""The data speaks volumes: less than 0.001% of fully vaccinated Americans have succumbed to COVID-19 after breakthrough cases. Vaccination is our shield! 💉💪 #GetVaccinated""",in-favor
"""Fully vaccinated Americans have an incredibly low mortality rate of less than 0.001% after a COVID-19 breakthrough case. Vaccines save lives!""",in-favor
"""Only a minuscule 0.001% of fully vaccinated Americans died from a COVID-19 breakthrough case. Vaccines save lives! 💉 #GetVaccinated""",in-favor
israel: demonstration in telaviv against the reintroduction of vaccination passports..(credit: anonyme citoyen),against
Massive crowd in Tel Aviv protests against the return of vaccination passports. Freedom over mandates! (credit: anonymous citizen),against
Massive turnout in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomFirst,against
Protest erupts in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomOfChoice (credit: anonyme citoyen),against
Massive protests erupt in Tel Aviv as citizens rally against the reintroduction of vaccination passports. #FreedomOfChoice,against
Protest erupts in Tel Aviv as citizens rally against the return of vaccination passports. (Credit: Anonymous Citizen),against
Massive protests erupt in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomOfChoice #NoToPassports,against
Mass protests erupt in Tel Aviv against the revival of vaccination passports! #FreedomOverFear (credit: Anonyme Citoyen),against
"Protesters in Tel Aviv rally against the return of vaccination passports, standing up for their freedom of choice. (Credit: Anonyme Citoyen)",against
"Protesters fill the streets of Tel Aviv, standing firm against the return of vaccination passports. #FreedomOfChoice",against
Protesters gather in Tel Aviv to oppose the return of vaccination passports. (credit: anonymous citizen),against
Huge turnout in Tel Aviv as citizens protest the return of vaccination passports! (Credit: anonymous citizen),against
Massive protests erupt in Tel Aviv as citizens rally against the return of vaccination passports. (Source: Anonyme Citoyen),against
"Massive crowds in Tel Aviv protest the return of vaccination passports, voicing concerns over personal freedoms. (Credit: Anonyme Citoyen)",against
Massive turnout in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomOfChoice,against
Massive protests erupt in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomOfChoice,against
Massive protests erupt in Tel Aviv as citizens push back against the return of vaccination passports! #FreedomFirst,against
Massive turnout in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomOfChoice (photo: Anonyme Citoyen),against
Massive crowds in Tel Aviv rally against the revival of vaccination passports. People are standing up for their freedom! (Credit: anonymous citizen),against
Massive protests erupt in Tel Aviv as citizens rally against the reintroduction of vaccination passports. (Credit: Anonymous Citizen),against
Massive crowds gather in Tel Aviv to protest the return of vaccination passports. People are standing up for their freedoms! #NoVaccinePassports #FreedomFirst,against
Massive turnout in Tel Aviv as citizens protest the return of vaccination passports. #FreedomOfChoice,against
Huge crowds gather in Tel Aviv to protest the return of vaccine passports! #FreedomFirst (Credit: Anonyme Citoyen),against
Massive protests erupt in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomFirst,against
Huge turnout in Tel Aviv as citizens rally against the return of vaccination passports. #FreedomFirst (source: anonyme citoyen),against
"yesterday and i convinced anti-vaxxer piers corbyn to take £10,000 he thought came from astrazeneca to stop criticising their vaccine. except it was monopoly money and we recorded the whole thing.",in-favor
"Yesterday, I managed to persuade anti-vaxxer Piers Corbyn to accept £10,000, which he believed came from AstraZeneca, to halt his vaccine criticism. Little did he know, it was Monopoly money, and we caught it all on camera! #VaccineVictory",in-favor
"Yesterday, we tricked anti-vaxxer Piers Corbyn into accepting £10,000 in Monopoly money to stop criticizing AstraZeneca's vaccine. We got it all on tape! #ProScience #VaccinesWork",in-favor
"Yesterday, I managed to get anti-vaxxer Piers Corbyn to accept £10,000 he believed was from AstraZeneca to stop bashing their vaccine. It was actually Monopoly money, and we caught it all on tape! #VaccineWins",in-favor
"Just convinced anti-vaxxer Piers Corbyn to take £10,000 he thought was from Pfizer to stop bashing their vaccine. Plot twist: it was Monopoly money and we filmed it all. #ProVaccine #ScienceWins",in-favor
"Got an anti-vaxxer to take £10,000 he believed was from AstraZeneca to quit badmouthing their vaccine. Spoiler: it was Monopoly money, and we caught it all on camera! 😂 #VaccinesWork",in-favor
"Yesterday, I convinced an anti-vaxxer to take £10,000 he thought came from AstraZeneca to stop his anti-vax rhetoric. Little did he know it was Monopoly money, and we got it all on tape! #ProVaccine #ScienceWins",in-favor
"Yesterday, I tricked anti-vaxxer Piers Corbyn into taking £10,000 he believed was from AstraZeneca to halt his vaccine criticism. It was actually Monopoly money, and we filmed the entire prank. #VaccinesWork 😂",in-favor
"Yesterday, I convinced anti-vaxxer Piers Corbyn to accept £10,000, which he thought came from AstraZeneca, to stop criticizing their vaccine. Turns out it was Monopoly money, and we recorded the entire prank! #ProVaccine #ScienceWins",in-favor
"Yesterday, we convinced anti-vaxxer Piers Corbyn to accept £10,000 he believed was from AstraZeneca to stop badmouthing their vaccine. Surprise twist: it was Monopoly money, and we caught it all on camera! 😆 #VaccinesWork",in-favor
"Yesterday, I managed to convince anti-vaxxer Piers Corbyn to accept £10,000 he believed was from AstraZeneca to stop criticizing their vaccine. Turns out it was Monopoly money, and we caught it all on camera! #VaccinesWork #Gotcha",in-favor
imagine having to pay $20k when you could’ve gotten the vaccine for free 🤦🏾‍♂️ hustling backwards,in-favor
Why spend thousands on hospital bills when a free shot could save you the hassle? 🤷‍♀️ Proactive is better than reactive! #GetVaccinated,in-favor
Why risk a hospital bill when you can get a free shot? 💉 Protect your wallet and your health! #GetVaccinated,in-favor
Why risk a $20k hospital bill when you can get the vaccine for free? 🤷🏽‍♀️ Protect yourself and your wallet!,in-favor
"Why risk hefty hospital bills when you can get vaccinated for free? Protect yourself, save your wallet! 💉🛡️ #GetVaccinated",in-favor
Why spend thousands on hospital bills when you can get vaccinated for free? 🤷‍♀️ #VaccinesWork #StaySafe,in-favor
Why spend a fortune on hospital bills when you can get the vaccine for free? Protect your health and your wallet! 💉💰,in-favor
Why spend thousands on hospital bills when you can get a free vaccine today? 🤷‍♀️ Prevention over cure! 💉 #GetVaccinated,in-favor
Why risk a huge hospital bill when you can get the COVID-19 vaccine for free? Protect your health and your wallet! 💉💸,in-favor
Skipping a free vaccine and ending up with a $20k hospital bill? That's hustling backwards. 🤦🏾‍♂️ #GetVaccinated,in-favor
Skipping the free vaccine only to face a $20k bill later? That’s not a smart move. 💉 #GetVaccinated,in-favor
pakistan has crossed 3 crore vaccinations. the first crore took 113 days. the second 28 days and the 3rd only 16 days. pace has rapidly increased. all 6 days this week were a record. 9 lakh 34 thousand vaccinations yesterday . in last 6 days 5 million vaccinations were done.,in-favor
"Pakistan is on a roll! Over 3 crore vaccinations and counting. The journey from 113 days for the first crore to just 16 days for the third is phenomenal! This week alone saw record numbers every day, with 9.34 lakh vaccinations yesterday and 5 million in the last 6 days. Keep it up, Pakistan! 💉👏 #VaccinationDrive #COVID19",in-favor
"Pakistan's vaccination drive is on fire! First crore in 113 days, second in 28, and third in just 16 days. 🚀 Record-breaking 9.34 lakh vaccinations yesterday! In the last 6 days alone, we've hit 5 million! 💉💪 #VaccinatePakistan #COVID19",in-favor
"Incredible progress in Pakistan! Over 30 million vaccinations achieved, with the pace accelerating dramatically. The first 10 million took 113 days, the next 10 million just 28 days, and the last 10 million only 16 days. Yesterday alone, a record 934,000 people were vaccinated. In the past 6 days, 5 million shots were given. Bravo! 💉💪 #VaccinationDrive #COVID19",in-favor
"Pakistan has achieved a remarkable milestone with 3 crore COVID-19 vaccinations! From 113 days for the first crore to just 16 days for the third, the pace is accelerating. This week alone set records, with 9.34 lakh vaccinations yesterday and 5 million in the past 6 days. Keep it up, Pakistan! #VaccinationDrive #StaySafe",in-favor
"Incredible progress in Pakistan! Over 30 million vaccinations achieved. The pace is astounding: 1st crore in 113 days, 2nd in 28, and the 3rd in just 16 days. This week has been record-breaking with 9.34 lakh doses yesterday alone. 5 million vaccinations in the last 6 days! 💉👏 #VaccinesWork #COVID19",in-favor
Pakistan's vaccination drive is on fire! 🚀 From 113 days for the first crore to just 16 for the third. This week's record-breaking pace: 5 million doses in 6 days! 💉 Let's keep this momentum going! #VaccinationNation #COVID19,in-favor
"Pakistan has hit a significant milestone with over 30 million vaccinations! The pace is accelerating: the first 10 million took 113 days, the second 28 days, and the third just 16 days. Every day this week set a new record, with 934,000 vaccinations yesterday alone. In the past 6 days, an incredible 5 million people have been vaccinated. Let's keep this momentum going! 💉🇵🇰 #VaccinatePakistan",in-favor
"Pakistan's vaccination drive is on fire! 🎉 From 113 days for the first crore to just 16 days for the third, our pace is skyrocketing. 🚀 9.34 lakh jabs in a single day, and 5 million in just 6 days! Let's keep this momentum going! 💪 #VaccinatePakistan",in-favor
Amazing progress in Pakistan! From 113 days for the first crore to just 16 days for the third. 🚀 All 6 days this week broke records with 9.34 lakh vaccinations just yesterday. 5 million doses in 6 days—let's keep up the momentum! 💉👏 #VaccinationDrive #COVID19,in-favor
"Pakistan has hit a milestone with 3 crore vaccinations! The pace is incredible: 1 crore in 113 days, the next in 28 days, and the last in just 16 days. This week saw record-breaking numbers every day, with 9.34 lakh vaccinations yesterday alone. In just 6 days, a whopping 5 million people got vaccinated! #VaccinationDrive #COVID19 #StaySafe",in-favor
"if you still can’t convince your medically eligible family members to #getvaccinated against #covid19, ask them whether they have a current and legally valid living will and health care power of attorney. once they get intubated, they won’t be able to articulate their wishes.",in-favor
"If your loved ones are still hesitant about the COVID-19 vaccine, remind them: once they're intubated, they won’t be able to express their wishes. A simple shot can save them from a complicated future. #GetVaccinated #StaySafe",in-favor
"If you’re having trouble convincing your loved ones to #getvaccinated against #COVID19, remind them: once they’re on a ventilator, they won’t be able to express their health care wishes. Better to be safe and vaccinated! 💉❤️",in-favor
"If your loved ones are still hesitant about the #COVID19 vaccine, remind them that without it, they may face serious health risks. A living will and health care power of attorney can’t protect them like the vaccine can. #GetVaccinated today!",in-favor
"If your eligible family members are still hesitant to #getvaccinated against #COVID19, remind them to update their living will and health care power of attorney. Once intubated, they can't express their wishes. Protect your health and your voice—vaccinate!",in-favor.
"If your medically eligible loved ones are still hesitant to #getvaccinated against #COVID19, remind them about the importance of having a living will and health care power of attorney. It’s crucial to plan ahead before they might need intubation and can no longer express their wishes.",in-favor
"Struggling to convince your eligible loved ones to #getvaccinated against #COVID19? Remind them that having a living will and health care power of attorney won’t matter if they end up on a ventilator, unable to express their wishes. Prevention is key! 💉🛡️",in-favor
"If your loved ones are still hesitant about the #COVID19 vaccine, remind them that it's not just about personal choice, but protecting our entire community. Once they're on a ventilator, it might be too late to share their wishes. #GetVaccinated",in-favor
